,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
121887,NGzonf4Pd-hnnE60miVnPA,Boston Market,7240 Torresdale Ave,Philadelphia,PA,19135,40.030309,-75.035704,3.0,8,0,"{'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'RestaurantsReservations': 'False', 'Alcohol': ""u'none'"", 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'False', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'Ambience': 'None', 'RestaurantsDelivery': 'True', 'HasTV': 'True', 'BusinessParking': 'None'}","Restaurants, Comfort Food, Event Planning & Services, Chicken Shop, Sandwiches, Caterers, American (Traditional)","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}"
105001,eDqPBPit4nCy_qLEE6AA9A,Burger Culture,6920 N Dale Mabry Hwy,Tampa,FL,33614,28.011744,-82.50549,4.0,470,1,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""u'none'"", 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'HasTV': 'False', 'WheelchairAccessible': 'True', 'Caters': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsDelivery': 'True', 'DogsAllowed': 'True', 'Corkage': 'False', 'DriveThru': 'None'}","Burgers, Street Vendors, Food, Food Trucks, Fast Food, Restaurants","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-22:0'}"
32854,pM8A2jlrmps94F73mdxNuw,LaScala's Birra,5300 N Park Dr,Pennsauken Township,NJ,08109,39.9280061,-75.0649932,4.0,121,1,"{'GoodForDancing': 'False', 'OutdoorSeating': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': False}"", 'WiFi': ""u'free'"", 'RestaurantsGoodForGroups': 'True', 'CoatCheck': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'BikeParking': 'True', 'DogsAllowed': 'False', 'RestaurantsDelivery': 'True', 'WheelchairAccessible': 'True', 'Caters': 'True', 'Smoking': ""u'outdoor'"", 'GoodForKids': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': None}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'RestaurantsReservations': 'True', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTableService': 'True', 'NoiseLevel': ""u'average'"", 'HappyHour': 'False'}","Bars, Italian, Breakfast & Brunch, Desserts, Food, Restaurants, Nightlife","{'Monday': '16:0-21:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-20:0'}"
15742,nsnehrg4TxUbO-6XrcZNFA,RocknRoll Sushi,1610 21st Ave S,Nashville,TN,37212,36.1382210313,-86.8005082011,3.5,120,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'HappyHour': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsTakeOut': 'True', 'Ambience': ""{u'divey': None, u'hipster': None, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': None, u'romantic': False, u'classy': False, u'upscale': None}""}","Japanese, Teppanyaki, Restaurants, Sushi Bars","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}"
111179,1Q2zGddH6PC8xOrQ2vT3TA,Houston's Armadillo Grill,1200 Donelson Ave,Old Hickory,TN,37138,36.2642186165,-86.6508974863,4.5,10,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'HasTV': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsTakeOut': 'True', 'WiFi': ""u'no'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}""}","Restaurants, Mexican, Tex-Mex",
19575,j8D96yzH1rxd6TjYuCK28Q,Smokey's,12207A Natural Bridge Rd,Bridgeton,MO,63044,38.7558323,-90.4195018,3.5,5,0,"{'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'False'}","Barbeque, Restaurants",
107884,OvLTP11dUnsE3UrfJwUe6g,Webster Groves Garden Cafe,117 E Lockwood Ave,Webster Groves,MO,63119,38.592595496,-90.3540094548,4.5,35,1,"{'RestaurantsPriceRange2': '1', 'WiFi': ""u'free'"", 'HappyHour': 'False', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'WheelchairAccessible': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'BusinessAcceptsBitcoin': 'False', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'False', 'RestaurantsDelivery': 'True', 'Smoking': ""u'no'"", 'CoatCheck': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'HasTV': 'False'}","Restaurants, Sandwiches, Nightlife, Food, Music Venues, Coffee & Tea, Arts & Entertainment","{'Monday': '0:0-0:0', 'Tuesday': '7:0-15:0', 'Wednesday': '7:0-15:0', 'Thursday': '18:30-21:0', 'Friday': '18:30-21:0', 'Saturday': '18:30-21:0', 'Sunday': '8:0-15:0'}"
127060,O_l8AIlR2RJvNPq4CDMbtQ,Bourbon Street Blues & Boogie Bar,220 Printer's Aly,Nashville,TN,37201,36.1644533,-86.778836,4.0,416,1,"{'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'False', 'GoodForKids': 'False', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True', 'DogsAllowed': 'False', 'WiFi': ""u'no'"", 'NoiseLevel': ""u'loud'"", 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': None, 'dinner': None, 'brunch': False, 'breakfast': False}"", 'GoodForDancing': 'True', 'BikeParking': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'BestNights': ""{'monday': True, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': True, 'intimate': None, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsTakeOut': 'None', 'RestaurantsDelivery': 'None'}","Arts & Entertainment, Jazz & Blues, Cajun/Creole, Restaurants, Nightlife","{'Monday': '16:0-3:0', 'Tuesday': '16:0-3:0', 'Wednesday': '16:0-3:0', 'Thursday': '16:0-3:0', 'Friday': '11:0-3:0', 'Saturday': '11:0-3:0', 'Sunday': '11:0-3:0'}"
69618,Iw0UBZRhFTENuD0QVX0G2g,Miki Sushi Express,13508 Victoria Trail,Edmonton,AB,T5A,53.5973817523,-113.3876350554,4.0,15,0,"{'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'HasTV': 'True', 'WiFi': ""u'no'"", 'BikeParking': 'True', 'Caters': 'False', 'NoiseLevel': ""u'quiet'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsTableService': 'False', 'Alcohol': ""'none'""}","Imported Food, Food, Ethnic Food, Specialty Food, Restaurants, Sushi Bars",
64306,E6XroNxiqhu5lTBRNyd69g,King's Corner,603 Summit Ave,Jenkintown,PA,19046,40.0941666,-75.12774,3.5,149,1,"{'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'average'"", 'WiFi': ""'free'"", 'RestaurantsGoodForGroups': 'True', 'Caters': 'True', 'GoodForKids': 'False', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'True', 'GoodForDancing': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True', 'Alcohol': ""u'full_bar'"", 'BestNights': ""{'monday': True, 'tuesday': False, 'friday': False, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': True, 'live': False, 'video': False, 'karaoke': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}""}","Nightlife, Restaurants, American (Traditional), British, Food, Bars, Pubs","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-0:0', 'Saturday': '10:0-0:0', 'Sunday': '10:0-22:0'}"
121418,lEcTcfql0HHwXgSkPudbJg,BurgerFi,875 Central Ave,St. Petersburg,FL,33701,27.7713439144,-82.6458085837,3.5,20,1,,"American (Traditional), American (New), Hot Dogs, Burgers, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}"
121964,HTIfW4eRFGioZlCg38cRTQ,Peter's Pizza and Deli,1 Cooper St,Trenton,NJ,08608,40.2149187,-74.7623683,3.5,12,1,"{'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}","Restaurants, Sandwiches, Delis, Italian, Pizza","{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-22:0', 'Sunday': '11:0-21:0'}"
22963,4bIWYWFu2OobvS2gz4Lx0g,Pollo Feliz,4001 N Oracle Rd,Tucson,AZ,85705,32.2794666,-110.9786566,3.0,60,1,"{'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'Caters': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'WiFi': ""'no'"", 'HasTV': 'True', 'BikeParking': 'True', 'RestaurantsDelivery': 'True'}","Restaurants, Mexican","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-21:0'}"
123848,NifsdrLXQI13EQ7po7Z7Bg,Tacos El Rey,3100 S Meridian Rd,Meridian,ID,83642,43.5764322,-116.393015,4.0,23,1,"{'RestaurantsDelivery': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '1', 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'True', 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'GoodForKids': 'True', 'Alcohol': ""'none'"", 'WiFi': ""u'no'"", 'Caters': 'False', 'RestaurantsTableService': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'True'}","Food, Mexican, Food Trucks, Restaurants","{'Monday': '11:0-17:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-18:0'}"
136540,WbU2-NO9bm6bOLC5PkdTyw,Burger King,654 Longwood Ave,Cherry Hill,NJ,08002,39.936800162,-75.0446516275,1.5,12,1,"{'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1'}","Restaurants, Fast Food, Burgers","{'Monday': '6:0-0:0', 'Tuesday': '6:0-0:0', 'Wednesday': '6:0-0:0', 'Thursday': '6:0-0:0', 'Friday': '6:0-20:0', 'Saturday': '9:0-21:0', 'Sunday': '6:0-0:0'}"
31322,Z-xBkwl5iQnNi2ytPAc7ew,Spicy Pickle,222 Los Altos Pkwy,Sparks,NV,89436,39.5832726,-119.741348,3.5,9,0,"{'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': 'None', 'Ambience': 'None', 'WiFi': 'None'}","Sandwiches, Restaurants, Delis","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-20:0'}"
80598,DIz7ET7IDNsfvYp7p5RZyA,The Stand,1844 W Hunting Park Ave,Philadelphia,PA,19140,40.0137755,-75.1579013,3.5,5,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True'}","Chicken Wings, Steakhouses, American (New), Restaurants","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-1:0', 'Saturday': '11:0-1:0'}"
121678,vdeufYje-p9Xr6gxm0U0vw,Willie's Pizza Joint,632 Bourbon St,New Orleans,LA,70130,29.9583407,-90.0657538,3.5,24,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'Ambience': ""{u'divey': None, u'hipster': None, u'casual': None, u'touristy': None, u'trendy': None, u'intimate': None, u'romantic': False, u'classy': None, u'upscale': None}""}","Pizza, Restaurants",
70990,WemZBcPArg_PXF-oXWFijA,The Refuge,404 E Park Center Blvd,Boise,ID,83706,43.5960733012,-116.1773015186,3.5,78,1,"{'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'False', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'OutdoorSeating': 'True', 'RestaurantsReservations': 'False', 'Alcohol': ""u'full_bar'"", 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Smoking': ""u'no'"", 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'NoiseLevel': ""u'average'"", 'GoodForDancing': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'Caters': 'False', 'HappyHour': 'True', 'Music': ""{u'dj': False, u'live': False, u'jukebox': True, u'video': False, u'background_music': False, u'karaoke': None, u'no_music': False}""}","Bars, Nightlife, American (New), Beer, Wine & Spirits, Restaurants, Food","{'Monday': '11:0-1:0', 'Tuesday': '11:0-1:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-0:0'}"
10411,ixPTo6Hum7nNZ7A4VPhTXg,Brick House Tavern + Tap,1102 N Dale Mabry Hwy,Tampa,FL,33607,27.9530594577,-82.5062855333,3.5,561,1,"{'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'full_bar'"", 'BikeParking': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'RestaurantsTableService': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'DogsAllowed': 'False', 'NoiseLevel': ""u'average'"", 'HappyHour': 'True', 'DriveThru': 'False', 'RestaurantsDelivery': 'True', 'Caters': 'False', 'RestaurantsReservations': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': True, 'casual': True}"", 'GoodForKids': 'True'}","Restaurants, Burgers, American (Traditional), Bars, Pubs, Nightlife","{'Monday': '11:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '13:0-20:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-0:0'}"
3705,vDhOjSNfgA4eE1Rj88-XDA,Safehouse,4024 E Speedway Blvd,Tucson,AZ,85712,32.235893,-110.906672,3.5,23,0,"{'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Coffee & Tea, Nightlife, Restaurants, Pool Halls, Food","{'Monday': '7:0-1:0', 'Tuesday': '7:0-1:0', 'Wednesday': '7:0-1:0', 'Thursday': '7:0-1:0', 'Friday': '7:0-2:0', 'Saturday': '7:0-2:0', 'Sunday': '7:0-1:0'}"
28094,NVrDBWqUVw-59RpriLG6yA,Eddie's Bar & Grill,1283 N Bayshore Blvd,Dunedin,FL,34698,28.0220007169,-82.7892576364,3.5,167,1,"{'Alcohol': ""u'full_bar'"", 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'WiFi': ""u'free'"", 'BikeParking': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'NoiseLevel': ""u'loud'"", 'CoatCheck': 'False', 'Smoking': ""u'outdoor'"", 'RestaurantsReservations': 'False', 'DriveThru': 'False', 'HappyHour': 'True', 'BestNights': ""{'monday': False, 'tuesday': True, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'Caters': 'True', 'ByAppointmentOnly': 'False', 'GoodForDancing': 'False', 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'DogsAllowed': 'True', 'RestaurantsPriceRange2': '2', 'GoodForMeal': ""{u'breakfast': False, u'brunch': False, u'lunch': True, u'dinner': True, u'latenight': True, u'dessert': None}"", 'Ambience': ""{u'divey': None, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}"", 'RestaurantsDelivery': 'None'}","Burgers, Bars, Nightlife, American (New), Restaurants, American (Traditional), Sports Bars","{'Monday': '0:0-0:0', 'Tuesday': '11:0-18:0', 'Wednesday': '11:0-0:0', 'Thursday': '18:0-2:0', 'Friday': '11:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '11:0-0:0'}"
28612,JmOL5qRHdqVqTQ1dp2ZKSQ,Sonic Drive-In,8431 Lucas & Hunt Road,Jennings,MO,63136,38.7271042601,-90.2733848847,1.5,8,1,"{'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'True', 'Alcohol': ""u'none'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'DriveThru': 'True', 'CoatCheck': 'False', 'RestaurantsTableService': 'False', 'HasTV': 'True', 'ByAppointmentOnly': 'False', 'Caters': 'False', 'WiFi': ""u'no'"", 'DogsAllowed': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HappyHour': 'False', 'WheelchairAccessible': 'True'}","Restaurants, Fast Food, Ice Cream & Frozen Yogurt, Food, Burgers","{'Monday': '0:0-0:0', 'Tuesday': '8:0-23:0', 'Wednesday': '8:0-23:0', 'Thursday': '8:0-19:0', 'Friday': '9:0-23:0', 'Saturday': '8:0-23:0', 'Sunday': '8:0-23:0'}"
91499,TspDezwYjRIlEPygYlDZeg,Zanzibar Blue,200 S Broad St,Philadelphia,PA,19102,39.9491834,-75.1647772,3.5,6,0,"{'RestaurantsPriceRange2': '3', 'RestaurantsAttire': ""'dressy'"", 'RestaurantsGoodForGroups': 'False', 'GoodForKids': 'False'}","American (New), Restaurants",
44430,px3bYo2g-MGGTYAs0CH6Qg,U-Swirl,"3319 N Eagle Rd, Ste 115",Meridian,ID,83646,43.6354924,-116.3551407,4.0,21,0,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""'free'"", 'RestaurantsTakeOut': 'True'}","Cafes, Do-It-Yourself Food, Ice Cream & Frozen Yogurt, Restaurants, Food","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}"
